Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSCAFG00845000692,NDEL1,ENSG00000166579,NDEL1
ENSCAFG00845000693,C1orf131,ENSG00000143633,C1orf131
ENSCAFG00845000694,SLC23A1,ENSG00000170482,SLC23A1
ENSCAFG00845000697,ACHE,ENSG00000087085,ACHE
ENSCAFG00845000698,ZNF407,ENSG00000215421,ZNF407
ENSCAFG00845000700,DRD2,ENSG00000149295,DRD2
ENSCAFG00845000701,CXCL17,ENSG00000189377,CXCL17
ENSCAFG00845000703,MAZ,ENSG00000103495,MAZ
ENSCAFG00845000705,C16orf96,ENSG00000205832,C16orf96
ENSCAFG00845000706,BNIP1,ENSG00000113734,BNIP1
ENSCAFG00845000707,MAMDC2,ENSG00000165072,MAMDC2
ENSCAFG00845000708,LDB2,ENSG00000169744,LDB2
ENSCAFG00845000709,SLC6A2,ENSG00000103546,SLC6A2
ENSCAFG00845000710,SLC5A11,ENSG00000158865,SLC5A11
ENSCAFG00845000711,NFKBID,ENSG00000167604,NFKBID
ENSCAFG00845000712,SSC5D,ENSG00000179954,SSC5D
ENSCAFG00845000714,ENSCAFG00845000714,ENSG00000213585,VDAC1
ENSCAFG00845000715,ZSCAN22,ENSG00000182318,ZSCAN22
ENSCAFG00845000716,TRIM67,ENSG00000119283,TRIM67
ENSCAFG00845000721,LIPE,ENSG00000079435,LIPE
ENSCAFG00845000722,DCAF16,ENSG00000163257,DCAF16
ENSCAFG00845000725,ENSCAFG00845000725,ENSG00000221063,MIR1296
ENSCAFG00845000727,CREBRF,ENSG00000164463,CREBRF
ENSCAFG00845000729,ANKK1,ENSG00000170209,ANKK1
ENSCAFG00845000731,RABGEF1,ENSG00000284461,ENSG00000284461
ENSCAFG00845000731,RABGEF1,ENSG00000154710,RABGEF1
ENSCAFG00845000732,DCUN1D5,ENSG00000137692,DCUN1D5
ENSCAFG00845000734,MZB1,ENSG00000170476,MZB1
ENSCAFG00845000736,SRRT,ENSG00000087087,SRRT
ENSCAFG00845000737,ENSCAFG00845000737,ENSG00000170144,HNRNPA3
ENSCAFG00845000740,ENSCAFG00845000740,ENSG00000170144,HNRNPA3
ENSCAFG00845000741,ZNF8,ENSG00000278129,ZNF8
ENSCAFG00845000742,MALT1,ENSG00000172175,MALT1
ENSCAFG00845000743,ANKRA2,ENSG00000164331,ANKRA2
ENSCAFG00845000744,BCAT2,ENSG00000105552,BCAT2
ENSCAFG00845000748,PROB1,ENSG00000228672,PROB1
ENSCAFG00845000749,CNFN,ENSG00000105427,CNFN
ENSCAFG00845000751,CNDP1,ENSG00000150656,CNDP1
ENSCAFG00845000753,ENSCAFG00845000753,ENSG00000054523,KIF1B
ENSCAFG00845000755,WNT4,ENSG00000162552,WNT4
ENSCAFG00845000756,TAPT1,ENSG00000169762,TAPT1
ENSCAFG00845000757,TRIP6,ENSG00000087077,TRIP6
ENSCAFG00845000758,ATP6V0E1,ENSG00000113732,ATP6V0E1
ENSCAFG00845000759,PCSK6,ENSG00000140479,PCSK6
ENSCAFG00845000760,AP3S2,ENSG00000157823,AP3S2
ENSCAFG00845000761,MMP13,ENSG00000137745,MMP13
ENSCAFG00845000762,C1H9orf135,ENSG00000204711,CFAP95
ENSCAFG00845000763,GABRA1,ENSG00000022355,GABRA1
ENSCAFG00845000764,FAM89A,ENSG00000182118,FAM89A
ENSCAFG00845000765,CDIP1,ENSG00000089486,CDIP1
ENSCAFG00845000766,TMEM51,ENSG00000171729,TMEM51
ENSCAFG00845000767,TTC12,ENSG00000149292,TTC12
ENSCAFG00845000769,MEGF8,ENSG00000105429,MEGF8
ENSCAFG00845000770,NUDT12,ENSG00000112874,NUDT12
ENSCAFG00845000771,ENSCAFG00845000771,ENSG00000159692,CTBP1
ENSCAFG00845000773,SPATA24,ENSG00000170469,SPATA24
ENSCAFG00845000774,PRLR,ENSG00000113494,PRLR
ENSCAFG00845000776,SLC12A9,ENSG00000146828,SLC12A9
ENSCAFG00845000777,CNDP2,ENSG00000133313,CNDP2
ENSCAFG00845000778,ENSCAFG00845000778,ENSG00000079462,PAFAH1B3
ENSCAFG00845000779,ARV1,ENSG00000173409,ARV1
ENSCAFG00845000780,NAT14,ENSG00000090971,NAT14
ENSCAFG00845000782,TMEM242,ENSG00000215712,TMEM242
ENSCAFG00845000783,PTAR1,ENSG00000188647,PTAR1
ENSCAFG00845000784,RGS11,ENSG00000076344,RGS11
ENSCAFG00845000785,APLP1,ENSG00000105290,APLP1
ENSCAFG00845000786,HMOX2,ENSG00000103415,HMOX2
ENSCAFG00845000787,ARPIN,ENSG00000242498,ARPIN
ENSCAFG00845000787,ARPIN,ENSG00000250021,ARPIN-AP3S2
ENSCAFG00845000788,FGF21,ENSG00000105550,FGF21
ENSCAFG00845000789,DPY19L3,ENSG00000178904,DPY19L3
ENSCAFG00845000791,ENSCAFG00845000791,ENSG00000280893,ENSG00000280893
ENSCAFG00845000792,ZNF628,ENSG00000197483,ZNF628
ENSCAFG00845000793,ZNF274,ENSG00000171606,ZNF274
ENSCAFG00845000794,ENSCAFG00845000794,ENSG00000164902,PHAX
ENSCAFG00845000795,MYH10,ENSG00000133026,MYH10
ENSCAFG00845000796,CDC42,ENSG00000070831,CDC42
ENSCAFG00845000798,MMP12,ENSG00000262406,MMP12
ENSCAFG00845000799,HYOU1,ENSG00000149428,HYOU1
ENSCAFG00845000800,ENSCAFG00845000800,ENSG00000171989,LDHAL6B
ENSCAFG00845000802,UTP15,ENSG00000164338,UTP15
ENSCAFG00845000803,ENSCAFG00845000803,ENSG00000182264,IZUMO1
ENSCAFG00845000804,C19orf85,ENSG00000283567,C19orf85
ENSCAFG00845000808,NMRAL1,ENSG00000153406,NMRAL1
ENSCAFG00845000809,TMEM145,ENSG00000167619,TMEM145
ENSCAFG00845000811,DNAJC18,ENSG00000170464,DNAJC18
ENSCAFG00845000812,ZDHHC14,ENSG00000175048,ZDHHC14
ENSCAFG00845000815,LPCAT2,ENSG00000087253,LPCAT2
ENSCAFG00845000816,EPHB4,ENSG00000196411,EPHB4
ENSCAFG00845000817,DIPK1C,ENSG00000187773,DIPK1C
ENSCAFG00845000818,CELF2,ENSG00000048740,CELF2
ENSCAFG00845000820,GABRA6,ENSG00000145863,GABRA6
ENSCAFG00845000821,ZNF329,ENSG00000181894,ZNF329
ENSCAFG00845000825,TMEM248,ENSG00000106609,TMEM248
ENSCAFG00845000827,PAGR1,ENSG00000280789,PAGR1
ENSCAFG00845000828,PRR19,ENSG00000188368,PRR19
ENSCAFG00845000829,TTC13,ENSG00000143643,TTC13
ENSCAFG00845000830,ALPK2,ENSG00000198796,ALPK2
ENSCAFG00845000831,RASIP1,ENSG00000105538,RASIP1
ENSCAFG00845000833,PARP8,ENSG00000151883,PARP8
ENSCAFG00845000835,ENSCAFG00845000835,ENSG00000165006,UBAP1
ENSCAFG00845000836,ISOC2,ENSG00000063241,ISOC2
ENSCAFG00845000837,ENSCAFG00845000837,ENSG00000142789,CELA3A
ENSCAFG00845000837,ENSCAFG00845000837,ENSG00000219073,CELA3B
ENSCAFG00845000838,AGXT2,ENSG00000113492,AGXT2
ENSCAFG00845000839,PTPRK,ENSG00000152894,PTPRK
ENSCAFG00845000840,ENSCAFG00845000840,ENSG00000078668,VDAC3
ENSCAFG00845000841,REEP3,ENSG00000165476,REEP3
ENSCAFG00845000842,MMP3,ENSG00000149968,MMP3
ENSCAFG00845000843,ZNF710,ENSG00000140548,ZNF710
ENSCAFG00845000844,MVP,ENSG00000013364,MVP
ENSCAFG00845000845,APBA1,ENSG00000107282,APBA1
ENSCAFG00845000846,CIC,ENSG00000079432,CIC
ENSCAFG00845000847,ENSCAFG00845000847,ENSG00000126524,SBDS
ENSCAFG00845000848,FAM234A,ENSG00000167930,FAM234A
ENSCAFG00845000849,ZSCAN18,ENSG00000121413,ZSCAN18
ENSCAFG00845000850,MAMSTR,ENSG00000176909,MAMSTR
ENSCAFG00845000851,KAZN,ENSG00000189337,KAZN
ENSCAFG00845000852,ERGIC1,ENSG00000113719,ERGIC1
ENSCAFG00845000854,GABRB2,ENSG00000145864,GABRB2
ENSCAFG00845000856,ZNF135,ENSG00000176293,ZNF135
ENSCAFG00845000857,MACIR,ENSG00000181751,MACIR
ENSCAFG00845000858,FUT2,ENSG00000176920,FUT2
ENSCAFG00845000859,C18orf63,ENSG00000206043,C18orf63
ENSCAFG00845000863,ZSCAN1,ENSG00000152467,ZSCAN1
ENSCAFG00845000865,MMP2,ENSG00000087245,MMP2
ENSCAFG00845000866,ENSCAFG00845000866,ENSG00000119280,C1orf198
ENSCAFG00845000867,ENSCAFG00845000867,ENSG00000284440,MIR122
ENSCAFG00845000868,SHISA7,ENSG00000187902,SHISA7
ENSCAFG00845000869,DNAJA3,ENSG00000103423,DNAJA3
ENSCAFG00845000871,MMP1,ENSG00000196611,MMP1
ENSCAFG00845000873,ENSCAFG00845000873,ENSG00000131876,SNRPA1
ENSCAFG00845000875,ECSCR,ENSG00000184584,STING1
ENSCAFG00845000876,ERF,ENSG00000105722,ERF
ENSCAFG00845000877,DNAJC21,ENSG00000168724,DNAJC21
ENSCAFG00845000878,SNX9,ENSG00000130340,SNX9
ENSCAFG00845000879,ZNF606,ENSG00000166704,ZNF606
ENSCAFG00845000880,ZNF507,ENSG00000168813,ZNF507
ENSCAFG00845000881,ENSCAFG00845000881,ENSG00000157216,SSBP3
ENSCAFG00845000882,FAM189A2,ENSG00000135063,FAM189A2
ENSCAFG00845000883,ENSCAFG00845000883,ENSG00000159674,SPON2
ENSCAFG00845000884,ENSCAFG00845000884,ENSG00000198874,TYW1
ENSCAFG00845000884,ENSCAFG00845000884,ENSG00000277149,TYW1B
ENSCAFG00845000885,U1,ENSG00000201574,RNU1-93P
ENSCAFG00845000887,CDIPT,ENSG00000103502,CDIPT
ENSCAFG00845000888,HSPG2,ENSG00000142798,HSPG2
ENSCAFG00845000889,CA11,ENSG00000063180,CA11
ENSCAFG00845000890,U6,ENSG00000201894,RNU6-967P
ENSCAFG00845000891,GSK3A,ENSG00000105723,GSK3A
ENSCAFG00845000892,BRIX1,ENSG00000113460,BRIX1
ENSCAFG00845000893,SELENOS,ENSG00000131871,SELENOS
ENSCAFG00845000894,C1H19orf18,ENSG00000177025,C19orf18
ENSCAFG00845000896,UBE2S,ENSG00000108106,UBE2S
ENSCAFG00845000897,ENSCAFG00845000897,ENSG00000100211,CBY1
ENSCAFG00845000898,KIRREL2,ENSG00000126259,KIRREL2
ENSCAFG00845000899,MMP8,ENSG00000118113,MMP8
ENSCAFG00845000900,ENSCAFG00845000900,ENSG00000172757,CFL1
ENSCAFG00845000901,ARHGEF28,ENSG00000214944,ARHGEF28
ENSCAFG00845000902,TNRC6A,ENSG00000090905,TNRC6A
ENSCAFG00845000903,ENSCAFG00845000903,ENSG00000206172,HBA1
ENSCAFG00845000903,ENSCAFG00845000903,ENSG00000188536,HBA2
ENSCAFG00845000904,ZAN,ENSG00000146839,ZAN
ENSCAFG00845000907,CTNNA3,ENSG00000183230,CTNNA3
ENSCAFG00845000908,TSHZ3,ENSG00000121297,TSHZ3
ENSCAFG00845000909,IDH2,ENSG00000182054,IDH2
ENSCAFG00845000910,CHSY1,ENSG00000131873,CHSY1
ENSCAFG00845000912,SLC37A4,ENSG00000137700,SLC37A4
ENSCAFG00845000915,NCAM1,ENSG00000149294,NCAM1
ENSCAFG00845000916,ATP10B,ENSG00000118322,ATP10B
ENSCAFG00845000918,DBP,ENSG00000105516,DBP
ENSCAFG00845000921,ZNF526,ENSG00000167625,ZNF526
ENSCAFG00845000922,PROM1,ENSG00000007062,PROM1
ENSCAFG00845000923,RAD1,ENSG00000113456,RAD1
ENSCAFG00845000924,RPL28,ENSG00000108107,RPL28
ENSCAFG00845000926,CYB5A,ENSG00000166347,CYB5A
ENSCAFG00845000927,ENSCAFG00845000927,ENSG00000141013,GAS8
ENSCAFG00845000929,ENSCAFG00845000929,ENSG00000083814,ZNF671
ENSCAFG00845000932,DENND1B,ENSG00000213047,DENND1B
ENSCAFG00845000933,MMP27,ENSG00000137675,MMP27
ENSCAFG00845000934,DEDD2,ENSG00000160570,DEDD2
ENSCAFG00845000936,TMEM238,ENSG00000233493,TMEM238
ENSCAFG00845000937,DBNDD1,ENSG00000003249,DBNDD1
ENSCAFG00845000938,CCDC42,ENSG00000161973,CCDC42
ENSCAFG00845000939,RNF212,ENSG00000178222,RNF212
ENSCAFG00845000940,LRRTM3,ENSG00000198739,LRRTM3
ENSCAFG00845000942,U6,ENSG00000207347,RNU6-306P
ENSCAFG00845000942,U6,ENSG00000277341,RNU6-489P
ENSCAFG00845000942,U6,ENSG00000277029,RNU6-1192P
ENSCAFG00845000946,CAPN9,ENSG00000135773,CAPN9
ENSCAFG00845000947,SPHK2,ENSG00000063176,SPHK2
ENSCAFG00845000949,TMEM190,ENSG00000160472,TMEM190
ENSCAFG00845000953,DUSP1,ENSG00000120129,DUSP1
ENSCAFG00845000957,SMIM33,ENSG00000283288,SMIM33
ENSCAFG00845000962,ENSCAFG00845000962,ENSG00000276380,UBE2NL
ENSCAFG00845000968,ENSCAFG00845000968,ENSG00000145217,SLC26A1
ENSCAFG00845000969,IL11,ENSG00000095752,IL11
ENSCAFG00845000971,MFSD6L,ENSG00000185156,MFSD6L
ENSCAFG00845000972,TIMM21,ENSG00000075336,TIMM21
ENSCAFG00845000973,ENSCAFG00845000973,ENSG00000196655,TRAPPC4
ENSCAFG00845000974,MMP20,ENSG00000137674,MMP20
ENSCAFG00845000976,ZNF536,ENSG00000198597,ZNF536
ENSCAFG00845000977,LRRK1,ENSG00000154237,LRRK1
ENSCAFG00845000978,DEF8,ENSG00000140995,DEF8
ENSCAFG00845000980,VAMP4,ENSG00000117533,VAMP4
ENSCAFG00845000981,UBE2D2,ENSG00000131508,UBE2D2
ENSCAFG00845000982,FGFRL1,ENSG00000127418,FGFRL1
ENSCAFG00845000983,TTC23L,ENSG00000205838,TTC23L
ENSCAFG00845000984,CALN1,ENSG00000183166,CALN1
ENSCAFG00845000986,SEZ6L2,ENSG00000174938,SEZ6L2
ENSCAFG00845000989,IRX6,ENSG00000159387,IRX6
ENSCAFG00845000991,RPS25,ENSG00000118181,RPS25
ENSCAFG00845000992,MMP7,ENSG00000137673,MMP7
ENSCAFG00845000993,NEURL1B,ENSG00000214357,NEURL1B
ENSCAFG00845000995,SYNJ2,ENSG00000078269,SYNJ2
ENSCAFG00845000996,FBXO15,ENSG00000141665,FBXO15
ENSCAFG00845000997,PIK3R6,ENSG00000276231,PIK3R6
ENSCAFG00845000998,CRB1,ENSG00000134376,CRB1
ENSCAFG00845000999,POU2F2,ENSG00000028277,POU2F2
ENSCAFG00845001003,PSD2,ENSG00000171604,CXXC5
ENSCAFG00845001004,PRDM2,ENSG00000116731,PRDM2
ENSCAFG00845001007,RPL18,ENSG00000063177,RPL18
ENSCAFG00845001010,LDLRAD2,ENSG00000187942,LDLRAD2
ENSCAFG00845001013,TMEM123,ENSG00000152558,TMEM123
ENSCAFG00845001014,MYOC,ENSG00000034971,MYOC
ENSCAFG00845001017,TCF25,ENSG00000258947,TUBB3
ENSCAFG00845001017,TCF25,ENSG00000198211,ENSG00000198211
ENSCAFG00845001019,ENSCAFG00845001019,ENSG00000204152,TIMM23B
ENSCAFG00845001019,ENSCAFG00845001019,ENSG00000265354,TIMM23
ENSCAFG00845001023,CENATAC,ENSG00000186166,CENATAC
ENSCAFG00845001026,SEMA4B,ENSG00000185033,SEMA4B
ENSCAFG00845001028,ENSCAFG00845001028,ENSG00000101367,MAPRE1
ENSCAFG00845001029,IDUA,ENSG00000127415,IDUA
ENSCAFG00845001030,TNNT1,ENSG00000105048,TNNT1
ENSCAFG00845001035,MYOCOS,ENSG00000283683,MYOCOS
ENSCAFG00845001037,PPIP5K2,ENSG00000145725,PPIP5K2
ENSCAFG00845001040,PSD2,ENSG00000146005,PSD2
ENSCAFG00845001042,U4,ENSG00000202429,RNU4-48P
ENSCAFG00845001044,ASPHD1,ENSG00000174939,ASPHD1
ENSCAFG00845001045,IRX5,ENSG00000176842,IRX5
ENSCAFG00845001046,BIRC2,ENSG00000110330,BIRC2
ENSCAFG00845001049,NETO1,ENSG00000166342,NETO1
ENSCAFG00845001050,GALNT17,ENSG00000185274,GALNT17
ENSCAFG00845001053,NPHS1,ENSG00000161270,NPHS1
ENSCAFG00845001056,FOXR1,ENSG00000176302,FOXR1
ENSCAFG00845001057,PTTG1,ENSG00000250254,PTTG2
ENSCAFG00845001057,PTTG1,ENSG00000164611,PTTG1
ENSCAFG00845001058,FAM83E,ENSG00000105523,FAM83E
ENSCAFG00845001060,AGT,ENSG00000135744,AGT
ENSCAFG00845001062,TJP2,ENSG00000119139,TJP2
ENSCAFG00845001062,TJP2,ENSG00000285130,ENSG00000285130
ENSCAFG00845001063,URI1,ENSG00000105176,URI1
ENSCAFG00845001064,DDAH1,ENSG00000153904,DDAH1
ENSCAFG00845001065,LUC7L,ENSG00000007392,LUC7L
ENSCAFG00845001068,KCTD13,ENSG00000174943,KCTD13
ENSCAFG00845001070,NRG2,ENSG00000158458,NRG2
ENSCAFG00845001072,IRX3,ENSG00000177508,IRX3
ENSCAFG00845001075,epo,ENSG00000130427,EPO
ENSCAFG00845001076,SPACA4,ENSG00000177202,SPACA4
ENSCAFG00845001078,SLU7,ENSG00000164609,SLU7
ENSCAFG00845001080,SH3PXD2B,ENSG00000174705,SH3PXD2B
ENSCAFG00845001081,PDPN,ENSG00000162493,PDPN
ENSCAFG00845001082,U6,ENSG00000252415,RNU6-1012P
ENSCAFG00845001085,COG2,ENSG00000135775,COG2
ENSCAFG00845001087,ZBTB41,ENSG00000177888,ZBTB41
ENSCAFG00845001092,UPK2,ENSG00000110375,UPK2
ENSCAFG00845001093,ENSCAFG00845001093,ENSG00000213762,ZNF134
ENSCAFG00845001094,DNAJC12,ENSG00000108176,DNAJC12
ENSCAFG00845001095,FAM71E2,ENSG00000267706,ENSG00000267706
ENSCAFG00845001095,FAM71E2,ENSG00000180043,FAM71E2
ENSCAFG00845001096,USP48,ENSG00000090686,USP48
ENSCAFG00845001097,PRODH2,ENSG00000250799,PRODH2
ENSCAFG00845001098,CBLN2,ENSG00000141668,CBLN2
ENSCAFG00845001100,POP7,ENSG00000172336,POP7
ENSCAFG00845001102,EMB,ENSG00000170571,EMB
ENSCAFG00845001104,CORO7,ENSG00000103426,CORO7-PAM16
ENSCAFG00845001104,CORO7,ENSG00000262246,CORO7
ENSCAFG00845001105,BCL10,ENSG00000142867,BCL10
ENSCAFG00845001106,BIRC3,ENSG00000023445,BIRC3
ENSCAFG00845001107,RAI14,ENSG00000039560,RAI14
ENSCAFG00845001108,ZNF574,ENSG00000105732,ZNF574
ENSCAFG00845001112,ALDH1A3,ENSG00000184254,ALDH1A3
ENSCAFG00845001113,DGKQ,ENSG00000145214,DGKQ
ENSCAFG00845001115,ENSCAFG00845001115,ENSG00000240021,TEX35
ENSCAFG00845001117,ZBED8,ENSG00000221886,ZBED8
ENSCAFG00845001118,HBM,ENSG00000206177,HBM
ENSCAFG00845001120,LAMA2,ENSG00000196569,LAMA2
ENSCAFG00845001121,ENSCAFG00845001121,ENSG00000185523,SPATA45
ENSCAFG00845001124,COX6B2,ENSG00000160471,COX6B2
ENSCAFG00845001126,ASPM,ENSG00000066279,ASPM
ENSCAFG00845001127,PIK3R5,ENSG00000141506,PIK3R5
ENSCAFG00845001129,CCNE1,ENSG00000105173,CCNE1
ENSCAFG00845001130,C6H1orf52,ENSG00000162642,C1orf52
ENSCAFG00845001131,U6,ENSG00000201954,RNU6-673P
ENSCAFG00845001133,GATA3,ENSG00000107485,GATA3
ENSCAFG00845001134,SERAC1,ENSG00000122335,SERAC1
ENSCAFG00845001137,PRRC2C,ENSG00000117523,PRRC2C
ENSCAFG00845001139,C1QTNF2,ENSG00000145861,C1QTNF2
ENSCAFG00845001140,GRIK5,ENSG00000105737,GRIK5
ENSCAFG00845001141,ENC1,ENSG00000171617,ENC1
ENSCAFG00845001143,ENSCAFG00845001143,ENSG00000130656,HBZ
ENSCAFG00845001146,PGBD5,ENSG00000177614,PGBD5
ENSCAFG00845001147,BCL9L,ENSG00000186174,BCL9L
ENSCAFG00845001149,ASB7,ENSG00000183475,ASB7
ENSCAFG00845001150,TAOK2,ENSG00000149930,TAOK2
ENSCAFG00845001151,FLVCR1,ENSG00000162769,FLVCR1
ENSCAFG00845001152,ENSCAFG00845001152,ENSG00000130656,HBZ
ENSCAFG00845001153,HEXB,ENSG00000049860,HEXB
ENSCAFG00845001154,GIGYF1,ENSG00000146830,GIGYF1
ENSCAFG00845001155,CCNJL,ENSG00000135083,CCNJL
ENSCAFG00845001156,SNORD22,ENSG00000277194,SNORD22
ENSCAFG00845001157,YAP1,ENSG00000137693,YAP1
ENSCAFG00845001158,PURA,ENSG00000185129,PURA
ENSCAFG00845001159,KMT5C,ENSG00000133247,KMT5C
ENSCAFG00845001160,F13B,ENSG00000143278,F13B
ENSCAFG00845001161,SYDE2,ENSG00000097096,SYDE2
ENSCAFG00845001166,C19orf12,ENSG00000131943,C19orf12
ENSCAFG00845001168,SULT2B1,ENSG00000088002,SULT2B1
ENSCAFG00845001169,ENSCAFG00845001169,ENSG00000204519,ZNF551
ENSCAFG00845001170,TAF3,ENSG00000165632,TAF3
ENSCAFG00845001171,FABP6,ENSG00000170231,FABP6
ENSCAFG00845001173,LINS1,ENSG00000140471,LINS1
ENSCAFG00845001175,IGIP,ENSG00000182700,IGIP
ENSCAFG00845001176,PLEKHF1,ENSG00000166289,PLEKHF1
ENSCAFG00845001178,NPRL3,ENSG00000103148,NPRL3
ENSCAFG00845001179,CXCR5,ENSG00000160683,CXCR5
ENSCAFG00845001180,UBTD2,ENSG00000168246,UBTD2
ENSCAFG00845001186,U1,ENSG00000275229,RNU1-68P
ENSCAFG00845001186,U1,ENSG00000270384,RNU1-154P
ENSCAFG00845001186,U1,ENSG00000277234,RNU1-5P
ENSCAFG00845001186,U1,ENSG00000201142,RNU1-151P
ENSCAFG00845001186,U1,ENSG00000275987,U1
ENSCAFG00845001186,U1,ENSG00000277344,RNU1-6P
ENSCAFG00845001186,U1,ENSG00000200338,RNU1-49P
ENSCAFG00845001186,U1,ENSG00000202167,RNU1-114P
ENSCAFG00845001186,U1,ENSG00000206791,RNU1-129P
ENSCAFG00845001186,U1,ENSG00000277678,RNU1-153P
ENSCAFG00845001186,U1,ENSG00000252105,RNU1-143P
ENSCAFG00845001186,U1,ENSG00000273516,U1
ENSCAFG00845001187,TMEM150B,ENSG00000180061,TMEM150B
ENSCAFG00845001189,SOCS6,ENSG00000170677,SOCS6
ENSCAFG00845001194,GTF2H5,ENSG00000272047,GTF2H5
ENSCAFG00845001195,ENSCAFG00845001195,ENSG00000134389,CFHR5
ENSCAFG00845001196,GALNT2,ENSG00000143641,GALNT2
ENSCAFG00845001199,U6,ENSG00000212136,RNU6-696P
ENSCAFG00845001201,DDX6,ENSG00000110367,DDX6
ENSCAFG00845001202,TMEM175,ENSG00000127419,TMEM175
ENSCAFG00845001207,ATP5F1C,ENSG00000165629,ATP5F1C
ENSCAFG00845001208,POP4,ENSG00000105171,POP4
ENSCAFG00845001211,NEDD4L,ENSG00000049759,NEDD4L
ENSCAFG00845001212,ENSCAFG00845001212,ENSG00000179909,ZNF154
ENSCAFG00845001213,EFCAB9,ENSG00000214360,EFCAB9
ENSCAFG00845001214,ARHGAP33,ENSG00000004777,ARHGAP33
ENSCAFG00845001215,CFAP300,ENSG00000137691,CFAP300
ENSCAFG00845001216,BRSK1,ENSG00000160469,BRSK1
ENSCAFG00845001218,DNAI3,ENSG00000162643,DNAI3
ENSCAFG00845001219,MPG,ENSG00000103152,MPG
ENSCAFG00845001220,PWWP2A,ENSG00000170234,PWWP2A
ENSCAFG00845001223,CERS3,ENSG00000154227,CERS3
ENSCAFG00845001224,ENSCAFG00845001224,ENSG00000082196,C1QTNF3
ENSCAFG00845001224,ENSCAFG00845001224,ENSG00000273294,C1QTNF3-AMACR
ENSCAFG00845001226,GFM2,ENSG00000164347,GFM2
ENSCAFG00845001227,ENSCAFG00845001227,ENSG00000143479,DYRK3
ENSCAFG00845001228,LMTK3,ENSG00000142235,LMTK3
ENSCAFG00845001230,PFDN1,ENSG00000113068,PFDN1
ENSCAFG00845001231,VASH2,ENSG00000143494,VASH2
ENSCAFG00845001234,U6,ENSG00000207461,RNU6-253P
ENSCAFG00845001235,ATP1A3,ENSG00000285505,ENSG00000285505
ENSCAFG00845001235,ATP1A3,ENSG00000105409,ATP1A3
ENSCAFG00845001236,LRRC38,ENSG00000162494,LRRC38
ENSCAFG00845001238,KIN,ENSG00000151657,KIN
ENSCAFG00845001239,ENSCAFG00845001239,ENSG00000131652,THOC6
ENSCAFG00845001240,ENSCAFG00845001240,ENSG00000251369,ZNF550
ENSCAFG00845001241,CIB1,ENSG00000185043,CIB1
ENSCAFG00845001242,AUTS2,ENSG00000158321,AUTS2
ENSCAFG00845001243,TULP4,ENSG00000130338,TULP4
ENSCAFG00845001245,HIRIP3,ENSG00000149929,HIRIP3
ENSCAFG00845001246,ANGPTL5,ENSG00000187151,ANGPTL5
ENSCAFG00845001248,RHBDF1,ENSG00000007384,RHBDF1
ENSCAFG00845001249,HBEGF,ENSG00000113070,HBEGF
ENSCAFG00845001251,TTC1,ENSG00000113312,TTC1
ENSCAFG00845001252,HCN1,ENSG00000164588,HCN1
ENSCAFG00845001253,ENSCAFG00845001253,ENSG00000187135,VSTM2B
ENSCAFG00845001254,PLET1,ENSG00000188771,PLET1
ENSCAFG00845001255,RBBP6,ENSG00000122257,RBBP6
ENSCAFG00845001256,C2H1orf158,ENSG00000157330,CFAP107
ENSCAFG00845001257,MAPKAPK2,ENSG00000162889,MAPKAPK2
ENSCAFG00845001258,STK10,ENSG00000072786,STK10
ENSCAFG00845001260,U2,ENSG00000222724,RNU2-63P
ENSCAFG00845001260,U2,ENSG00000222357,RNU2-20P
ENSCAFG00845001260,U2,ENSG00000222231,RNU2-54P
ENSCAFG00845001260,U2,ENSG00000222426,RNU2-50P
ENSCAFG00845001261,TREH,ENSG00000118094,TREH
ENSCAFG00845001262,GNB2,ENSG00000172354,GNB2
ENSCAFG00845001263,HSPBP1,ENSG00000133265,HSPBP1
ENSCAFG00845001264,ADRA1B,ENSG00000170214,ADRA1B
ENSCAFG00845001268,TCF25,ENSG00000141002,TCF25
ENSCAFG00845001271,RTTN,ENSG00000176225,RTTN
ENSCAFG00845001272,CEP126,ENSG00000110318,CEP126
ENSCAFG00845001274,UQCRFS1,ENSG00000169021,UQCRFS1
ENSCAFG00845001275,U6,ENSG00000206777,RNU6-637P
ENSCAFG00845001276,SNRNP25,ENSG00000161981,SNRNP25
ENSCAFG00845001277,IL12B,ENSG00000113302,IL12B
ENSCAFG00845001278,AADACL3,ENSG00000188984,AADACL3
ENSCAFG00845001279,FGFBP1,ENSG00000137440,FGFBP1
ENSCAFG00845001280,U6,ENSG00000252079,RNU6-327P
ENSCAFG00845001280,U6,ENSG00000200906,RNU6-854P
ENSCAFG00845001281,ZNF773,ENSG00000152439,ZNF773
ENSCAFG00845001285,ARHGAP18,ENSG00000146376,ARHGAP18
ENSCAFG00845001286,MRPS30,ENSG00000112996,MRPS30
ENSCAFG00845001287,ENSCAFG00845001287,ENSG00000284626,ENSG00000284626
ENSCAFG00845001287,ENSCAFG00845001287,ENSG00000183208,GDPGP1
ENSCAFG00845001289,IL10,ENSG00000136634,IL10
ENSCAFG00845001290,GAK,ENSG00000178950,GAK
ENSCAFG00845001291,POLR3K,ENSG00000161980,POLR3K
ENSCAFG00845001293,ANGEL2,ENSG00000174606,ANGEL2
ENSCAFG00845001294,CD38,ENSG00000004468,CD38
