Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSCAFG00845000636,ARID1B,ENSMUSG00000069729,Arid1b
ENSCAFG00845000638,TSHZ1,ENSMUSG00000046982,Tshz1
ENSCAFG00845000639,ANPEP,ENSMUSG00000039062,Anpep
ENSCAFG00845000642,GNPAT,ENSMUSG00000031985,Gnpat
ENSCAFG00845000645,ISL1,ENSMUSG00000042258,Isl1
ENSCAFG00845000647,SBK2,ENSMUSG00000030433,Sbk2
ENSCAFG00845000649,TYROBP,ENSMUSG00000030579,Tyrobp
ENSCAFG00845000650,ENSCAFG00845000650,ENSMUSG00000047619,Ddi1
ENSCAFG00845000653,ENSCAFG00845000653,ENSMUSG00000032330,Cox7a2
ENSCAFG00845000654,ENSCAFG00845000654,ENSMUSG00000000103,Zfy2
ENSCAFG00845000654,ENSCAFG00845000654,ENSMUSG00000053211,Zfy1
ENSCAFG00845000657,TM2D3,ENSMUSG00000078681,Tm2d3
ENSCAFG00845000658,PAIP2,ENSMUSG00000037058,Paip2
ENSCAFG00845000659,TMEM171,ENSMUSG00000052485,Tmem171
ENSCAFG00845000664,ZADH2,ENSMUSG00000049090,Zadh2
ENSCAFG00845000669,DYNC2H1,ENSMUSG00000047193,Dync2h1
ENSCAFG00845000670,ZBTB40,ENSMUSG00000060862,Zbtb40
ENSCAFG00845000671,THEMIS,ENSMUSG00000049109,Themis
ENSCAFG00845000673,ZNF532,ENSMUSG00000042439,Zfp532
ENSCAFG00845000674,TMEM174,ENSMUSG00000046082,Tmem174
ENSCAFG00845000676,ENSCAFG00845000676,ENSMUSG00000029249,Rest
ENSCAFG00845000679,HCST,ENSMUSG00000064109,Hcst
ENSCAFG00845000680,PDCD5,ENSMUSG00000030417,Pdcd5
ENSCAFG00845000683,HSD17B14,ENSMUSG00000070564,Ntn5
ENSCAFG00845000686,VPS11,ENSMUSG00000032127,Vps11
ENSCAFG00845000688,ENSCAFG00845000688,ENSMUSG00000078302,Foxd1
ENSCAFG00845000689,A1BG,ENSMUSG00000022347,A1bg
ENSCAFG00845000692,NDEL1,ENSMUSG00000018736,Ndel1
ENSCAFG00845000693,C1orf131,ENSMUSG00000031984,2810004N23Rik
ENSCAFG00845000694,SLC23A1,ENSMUSG00000024354,Slc23a1
ENSCAFG00845000697,ACHE,ENSMUSG00000023328,Ache
ENSCAFG00845000698,ZNF407,ENSMUSG00000048410,Zfp407
ENSCAFG00845000699,U6,ENSMUSG00000088620,Gm23032
ENSCAFG00845000700,DRD2,ENSMUSG00000032259,Drd2
ENSCAFG00845000701,CXCL17,ENSMUSG00000060188,Cxcl17
ENSCAFG00845000703,MAZ,ENSMUSG00000030678,Maz
ENSCAFG00845000705,C16orf96,ENSMUSG00000022518,4930562C15Rik
ENSCAFG00845000706,BNIP1,ENSMUSG00000024191,Bnip1
ENSCAFG00845000707,MAMDC2,ENSMUSG00000033207,Mamdc2
ENSCAFG00845000708,LDB2,ENSMUSG00000039706,Ldb2
ENSCAFG00845000709,SLC6A2,ENSMUSG00000055368,Slc6a2
ENSCAFG00845000710,SLC5A11,ENSMUSG00000030769,Slc5a11
ENSCAFG00845000711,NFKBID,ENSMUSG00000036931,Nfkbid
ENSCAFG00845000712,SSC5D,ENSMUSG00000035279,Ssc5d
ENSCAFG00845000714,ENSCAFG00845000714,ENSMUSG00000020402,Vdac1
ENSCAFG00845000715,ZSCAN22,ENSMUSG00000054715,Zscan22
ENSCAFG00845000716,TRIM67,ENSMUSG00000036913,Trim67
ENSCAFG00845000717,BTF3,ENSMUSG00000021660,Btf3
ENSCAFG00845000721,LIPE,ENSMUSG00000003123,Lipe
ENSCAFG00845000727,CREBRF,ENSMUSG00000048249,Crebrf
ENSCAFG00845000729,ANKK1,ENSMUSG00000032257,Ankk1
ENSCAFG00845000731,RABGEF1,ENSMUSG00000025340,Rabgef1
ENSCAFG00845000732,DCUN1D5,ENSMUSG00000032002,Dcun1d5
ENSCAFG00845000734,MZB1,ENSMUSG00000024353,Mzb1
ENSCAFG00845000735,ENSCAFG00845000735,ENSMUSG00000030246,Ldhb
ENSCAFG00845000736,SRRT,ENSMUSG00000037364,Srrt
ENSCAFG00845000741,ZNF8,ENSMUSG00000060397,Zfp128
ENSCAFG00845000742,MALT1,ENSMUSG00000032688,Malt1
ENSCAFG00845000743,ANKRA2,ENSMUSG00000021661,Ankra2
ENSCAFG00845000744,BCAT2,ENSMUSG00000030826,Bcat2
ENSCAFG00845000748,PROB1,ENSMUSG00000073600,Prob1
ENSCAFG00845000749,CNFN,ENSMUSG00000063651,Cnfn
ENSCAFG00845000751,CNDP1,ENSMUSG00000056162,Cndp1
ENSCAFG00845000753,ENSCAFG00845000753,ENSMUSG00000063077,Kif1b
ENSCAFG00845000755,WNT4,ENSMUSG00000036856,Wnt4
ENSCAFG00845000756,TAPT1,ENSMUSG00000046985,Tapt1
ENSCAFG00845000757,TRIP6,ENSMUSG00000023348,Trip6
ENSCAFG00845000758,ATP6V0E1,ENSMUSG00000015575,Atp6v0e
ENSCAFG00845000759,PCSK6,ENSMUSG00000030513,Pcsk6
ENSCAFG00845000760,AP3S2,ENSMUSG00000063801,Ap3s2
ENSCAFG00845000761,MMP13,ENSMUSG00000050578,Mmp13
ENSCAFG00845000762,C1H9orf135,ENSMUSG00000033053,1700028P14Rik
ENSCAFG00845000763,GABRA1,ENSMUSG00000010803,Gabra1
ENSCAFG00845000764,FAM89A,ENSMUSG00000043068,Fam89a
ENSCAFG00845000765,CDIP1,ENSMUSG00000004071,Cdip1
ENSCAFG00845000766,TMEM51,ENSMUSG00000040616,Tmem51
ENSCAFG00845000767,TTC12,ENSMUSG00000040219,Ttc12
ENSCAFG00845000769,MEGF8,ENSMUSG00000045039,Megf8
ENSCAFG00845000770,NUDT12,ENSMUSG00000024228,Nudt12
ENSCAFG00845000771,ENSCAFG00845000771,ENSMUSG00000037373,Ctbp1
ENSCAFG00845000773,SPATA24,ENSMUSG00000117874,Gm50318
ENSCAFG00845000773,SPATA24,ENSMUSG00000024352,Spata24
ENSCAFG00845000774,PRLR,ENSMUSG00000005268,Prlr
ENSCAFG00845000776,SLC12A9,ENSMUSG00000037344,Slc12a9
ENSCAFG00845000777,CNDP2,ENSMUSG00000024644,Cndp2
ENSCAFG00845000778,ENSCAFG00845000778,ENSMUSG00000005447,Pafah1b3
ENSCAFG00845000779,ARV1,ENSMUSG00000031982,Arv1
ENSCAFG00845000780,NAT14,ENSMUSG00000035285,Nat14
ENSCAFG00845000782,TMEM242,ENSMUSG00000004945,Tmem242
ENSCAFG00845000783,PTAR1,ENSMUSG00000074925,Ptar1
ENSCAFG00845000784,RGS11,ENSMUSG00000024186,Rgs11
ENSCAFG00845000785,APLP1,ENSMUSG00000006651,Aplp1
ENSCAFG00845000786,HMOX2,ENSMUSG00000004070,Hmox2
ENSCAFG00845000787,ARPIN,ENSMUSG00000039043,Arpin
ENSCAFG00845000788,FGF21,ENSMUSG00000030827,Fgf21
ENSCAFG00845000789,DPY19L3,ENSMUSG00000043671,Dpy19l3
ENSCAFG00845000791,ENSCAFG00845000791,ENSMUSG00000045114,Prrt2
ENSCAFG00845000792,ZNF628,ENSMUSG00000074406,Zfp628
ENSCAFG00845000793,ZNF274,ENSMUSG00000058638,Zfp110
ENSCAFG00845000793,ZNF274,ENSMUSG00000021514,Zfp369
ENSCAFG00845000794,ENSCAFG00845000794,ENSMUSG00000008301,Phax
ENSCAFG00845000795,MYH10,ENSMUSG00000020900,Myh10
ENSCAFG00845000796,CDC42,ENSMUSG00000006699,Cdc42
ENSCAFG00845000798,MMP12,ENSMUSG00000049723,Mmp12
ENSCAFG00845000799,HYOU1,ENSMUSG00000032115,Hyou1
ENSCAFG00845000800,ENSCAFG00845000800,ENSMUSG00000101959,Ldhal6b
ENSCAFG00845000802,UTP15,ENSMUSG00000041747,Utp15
ENSCAFG00845000803,ENSCAFG00845000803,ENSMUSG00000064158,Izumo1
ENSCAFG00845000804,C19orf85,ENSMUSG00000110221,Gm36210
ENSCAFG00845000808,NMRAL1,ENSMUSG00000063445,Nmral1
ENSCAFG00845000809,TMEM145,ENSMUSG00000043843,Tmem145
ENSCAFG00845000811,DNAJC18,ENSMUSG00000024350,Dnajc18
ENSCAFG00845000812,ZDHHC14,ENSMUSG00000034265,Zdhhc14
ENSCAFG00845000815,LPCAT2,ENSMUSG00000033192,Lpcat2
ENSCAFG00845000816,EPHB4,ENSMUSG00000029710,Ephb4
ENSCAFG00845000817,DIPK1C,ENSMUSG00000047992,Dipk1c
ENSCAFG00845000818,CELF2,ENSMUSG00000002107,Celf2
ENSCAFG00845000820,GABRA6,ENSMUSG00000020428,Gabra6
ENSCAFG00845000821,ZNF329,ENSMUSG00000057894,Zfp329
ENSCAFG00845000825,TMEM248,ENSMUSG00000053094,Tmem248
ENSCAFG00845000827,PAGR1,ENSMUSG00000092534,Pagr1b
ENSCAFG00845000827,PAGR1,ENSMUSG00000107068,Gm42742
ENSCAFG00845000827,PAGR1,ENSMUSG00000030680,Pagr1a
ENSCAFG00845000828,PRR19,ENSMUSG00000058741,Prr19
ENSCAFG00845000829,TTC13,ENSMUSG00000037300,Ttc13
ENSCAFG00845000830,ALPK2,ENSMUSG00000032845,Alpk2
ENSCAFG00845000831,RASIP1,ENSMUSG00000044562,Rasip1
ENSCAFG00845000832,ENSCAFG00845000832,ENSMUSG00000024227,Pdzph1
ENSCAFG00845000833,PARP8,ENSMUSG00000021725,Parp8
ENSCAFG00845000835,ENSCAFG00845000835,ENSMUSG00000028437,Ubap1
ENSCAFG00845000836,ISOC2,ENSMUSG00000052605,Isoc2b
ENSCAFG00845000836,ISOC2,ENSMUSG00000086784,Isoc2a
ENSCAFG00845000837,ENSCAFG00845000837,ENSMUSG00000078520,Cela3a
ENSCAFG00845000837,ENSCAFG00845000837,ENSMUSG00000023433,Cela3b
ENSCAFG00845000838,AGXT2,ENSMUSG00000089678,Agxt2
ENSCAFG00845000839,PTPRK,ENSMUSG00000019889,Ptprk
ENSCAFG00845000840,ENSCAFG00845000840,ENSMUSG00000008892,Vdac3
ENSCAFG00845000841,REEP3,ENSMUSG00000019873,Reep3
ENSCAFG00845000842,MMP3,ENSMUSG00000043613,Mmp3
ENSCAFG00845000844,MVP,ENSMUSG00000030681,Mvp
ENSCAFG00845000845,APBA1,ENSMUSG00000024897,Apba1
ENSCAFG00845000846,CIC,ENSMUSG00000005442,Cic
ENSCAFG00845000847,ENSCAFG00845000847,ENSMUSG00000025337,Sbds
ENSCAFG00845000848,FAM234A,ENSMUSG00000024187,Fam234a
ENSCAFG00845000849,ZSCAN18,ENSMUSG00000070822,Zscan18
ENSCAFG00845000850,MAMSTR,ENSMUSG00000042918,Mamstr
ENSCAFG00845000851,KAZN,ENSMUSG00000040606,Kazn
ENSCAFG00845000852,ERGIC1,ENSMUSG00000001576,Ergic1
ENSCAFG00845000853,ENSCAFG00845000853,ENSMUSG00000041399,1700013G24Rik
ENSCAFG00845000854,GABRB2,ENSMUSG00000007653,Gabrb2
ENSCAFG00845000857,MACIR,ENSMUSG00000044768,Macir
ENSCAFG00845000859,C18orf63,ENSMUSG00000117781,Gm17266
ENSCAFG00845000862,ENSCAFG00845000862,ENSMUSG00000040364,Sec1
ENSCAFG00845000865,MMP2,ENSMUSG00000031740,Mmp2
ENSCAFG00845000866,ENSCAFG00845000866,ENSMUSG00000031983,2310022B05Rik
ENSCAFG00845000867,ENSCAFG00845000867,ENSMUSG00000065402,Mir122
ENSCAFG00845000868,SHISA7,ENSMUSG00000053550,Shisa7
ENSCAFG00845000869,DNAJA3,ENSMUSG00000004069,Dnaja3
ENSCAFG00845000871,MMP1,ENSMUSG00000043089,Mmp1a
ENSCAFG00845000871,MMP1,ENSMUSG00000041620,Mmp1b
ENSCAFG00845000872,U4,ENSMUSG00002074939,U4
ENSCAFG00845000873,ENSCAFG00845000873,ENSMUSG00000030512,Snrpa1
ENSCAFG00845000875,ECSCR,ENSMUSG00000024349,Sting1
ENSCAFG00845000876,ERF,ENSMUSG00000040857,Erf
ENSCAFG00845000877,DNAJC21,ENSMUSG00000044224,Dnajc21
ENSCAFG00845000878,SNX9,ENSMUSG00000002365,Snx9
ENSCAFG00845000879,ZNF606,ENSMUSG00000030386,Zfp606
ENSCAFG00845000880,ZNF507,ENSMUSG00000044452,Zfp507
ENSCAFG00845000881,ENSCAFG00845000881,ENSMUSG00000061887,Ssbp3
ENSCAFG00845000882,FAM189A2,ENSMUSG00000071604,Fam189a2
ENSCAFG00845000883,ENSCAFG00845000883,ENSMUSG00000037379,Spon2
ENSCAFG00845000884,ENSCAFG00845000884,ENSMUSG00000056310,Tyw1
ENSCAFG00845000885,U1,ENSMUSG00000089549,Gm25831
ENSCAFG00845000887,CDIPT,ENSMUSG00000030682,Cdipt
ENSCAFG00845000888,HSPG2,ENSMUSG00000028763,Hspg2
ENSCAFG00845000889,CA11,ENSMUSG00000003273,Car11
ENSCAFG00845000891,GSK3A,ENSMUSG00000057177,Gsk3a
ENSCAFG00845000892,BRIX1,ENSMUSG00000022247,Brix1
ENSCAFG00845000893,SELENOS,ENSMUSG00000075701,Selenos
ENSCAFG00845000894,C1H19orf18,ENSMUSG00000030385,2900092C05Rik
ENSCAFG00845000895,ENSCAFG00845000895,ENSMUSG00000025481,Urah
ENSCAFG00845000896,UBE2S,ENSMUSG00000060860,Ube2s
ENSCAFG00845000896,UBE2S,ENSMUSG00000118653,Gm2296
ENSCAFG00845000897,ENSCAFG00845000897,ENSMUSG00000022428,Cby1
ENSCAFG00845000898,KIRREL2,ENSMUSG00000036915,Kirrel2
ENSCAFG00845000899,MMP8,ENSMUSG00000005800,Mmp8
ENSCAFG00845000900,ENSCAFG00845000900,ENSMUSG00000056201,Cfl1
ENSCAFG00845000901,ARHGEF28,ENSMUSG00000021662,Arhgef28
ENSCAFG00845000902,TNRC6A,ENSMUSG00000052707,Tnrc6a
ENSCAFG00845000903,ENSCAFG00845000903,ENSMUSG00000069919,Hba-a1
ENSCAFG00845000903,ENSCAFG00845000903,ENSMUSG00000069917,Hba-a2
ENSCAFG00845000904,ZAN,ENSMUSG00000079173,Zan
ENSCAFG00845000907,CTNNA3,ENSMUSG00000060843,Ctnna3
ENSCAFG00845000908,TSHZ3,ENSMUSG00000021217,Tshz3
ENSCAFG00845000909,IDH2,ENSMUSG00000030541,Idh2
ENSCAFG00845000910,CHSY1,ENSMUSG00000032640,Chsy1
ENSCAFG00845000912,SLC37A4,ENSMUSG00000032114,Slc37a4
ENSCAFG00845000915,NCAM1,ENSMUSG00000039542,Ncam1
ENSCAFG00845000916,ATP10B,ENSMUSG00000055415,Atp10b
ENSCAFG00845000918,DBP,ENSMUSG00000059824,Dbp
ENSCAFG00845000919,TMED11,ENSMUSG00000004821,Tmed11
ENSCAFG00845000921,ZNF526,ENSMUSG00000046541,Zfp526
ENSCAFG00845000922,PROM1,ENSMUSG00000029086,Prom1
ENSCAFG00845000923,RAD1,ENSMUSG00000022248,Rad1
ENSCAFG00845000924,RPL28,ENSMUSG00000030432,Rpl28
ENSCAFG00845000925,ENSCAFG00845000925,ENSMUSG00000029649,Pomp
ENSCAFG00845000926,CYB5A,ENSMUSG00000024646,Cyb5a
ENSCAFG00845000927,ENSCAFG00845000927,ENSMUSG00000040220,Gas8
ENSCAFG00845000930,ENSCAFG00845000930,ENSMUSG00000097075,Cdiptos
ENSCAFG00845000932,DENND1B,ENSMUSG00000056268,Dennd1b
ENSCAFG00845000933,MMP27,ENSMUSG00000070323,Mmp27
ENSCAFG00845000934,DEDD2,ENSMUSG00000054499,Dedd2
ENSCAFG00845000935,U6,ENSMUSG00000088154,Gm25637
ENSCAFG00845000935,U6,ENSMUSG00000119728,Gm22062
ENSCAFG00845000936,TMEM238,ENSMUSG00000030431,Tmem238
ENSCAFG00845000937,DBNDD1,ENSMUSG00000031970,Dbndd1
ENSCAFG00845000938,CCDC42,ENSMUSG00000045915,Ccdc42
ENSCAFG00845000939,RNF212,ENSMUSG00000055385,Rnf212
ENSCAFG00845000940,LRRTM3,ENSMUSG00000042846,Lrrtm3
ENSCAFG00845000946,CAPN9,ENSMUSG00000031981,Capn9
ENSCAFG00845000947,SPHK2,ENSMUSG00000057342,Sphk2
ENSCAFG00845000949,TMEM190,ENSMUSG00000013091,Tmem190
ENSCAFG00845000953,DUSP1,ENSMUSG00000024190,Dusp1
ENSCAFG00845000957,SMIM33,ENSMUSG00000073598,1700066B19Rik
ENSCAFG00845000968,ENSCAFG00845000968,ENSMUSG00000046959,Slc26a1
ENSCAFG00845000969,IL11,ENSMUSG00000004371,Il11
ENSCAFG00845000970,ENSCAFG00845000970,ENSMUSG00000068959,Zfp619
ENSCAFG00845000971,MFSD6L,ENSMUSG00000048329,Mfsd6l
ENSCAFG00845000972,TIMM21,ENSMUSG00000024645,Timm21
ENSCAFG00845000973,ENSCAFG00845000973,ENSMUSG00000032112,Trappc4
ENSCAFG00845000974,MMP20,ENSMUSG00000018620,Mmp20
ENSCAFG00845000976,ZNF536,ENSMUSG00000043456,Zfp536
ENSCAFG00845000977,LRRK1,ENSMUSG00000015133,Lrrk1
ENSCAFG00845000978,DEF8,ENSMUSG00000001482,Def8
ENSCAFG00845000980,VAMP4,ENSMUSG00000026696,Vamp4
ENSCAFG00845000981,UBE2D2,ENSMUSG00000091896,Ube2d2a
ENSCAFG00845000982,FGFRL1,ENSMUSG00000008090,Fgfrl1
ENSCAFG00845000983,TTC23L,ENSMUSG00000022249,Ttc23l
ENSCAFG00845000984,CALN1,ENSMUSG00000060371,Caln1
ENSCAFG00845000986,SEZ6L2,ENSMUSG00000030683,Sez6l2
ENSCAFG00845000989,IRX6,ENSMUSG00000031738,Irx6
ENSCAFG00845000991,RPS25,ENSMUSG00000009927,Rps25
ENSCAFG00845000992,MMP7,ENSMUSG00000018623,Mmp7
ENSCAFG00845000993,NEURL1B,ENSMUSG00000034413,Neurl1b
ENSCAFG00845000995,SYNJ2,ENSMUSG00000023805,Synj2
ENSCAFG00845000996,FBXO15,ENSMUSG00000034391,Fbxo15
ENSCAFG00845000997,PIK3R6,ENSMUSG00000046207,Pik3r6
ENSCAFG00845000998,CRB1,ENSMUSG00000063681,Crb1
ENSCAFG00845000999,POU2F2,ENSMUSG00000008496,Pou2f2
ENSCAFG00845001003,PSD2,ENSMUSG00000046668,Cxxc5
ENSCAFG00845001004,PRDM2,ENSMUSG00000057637,Prdm2
ENSCAFG00845001007,RPL18,ENSMUSG00000059070,Rpl18
ENSCAFG00845001010,LDLRAD2,ENSMUSG00000094035,Ldlrad2
ENSCAFG00845001013,TMEM123,ENSMUSG00000050912,Tmem123
ENSCAFG00845001014,MYOC,ENSMUSG00000026697,Myoc
ENSCAFG00845001017,TCF25,ENSMUSG00000062380,Tubb3
ENSCAFG00845001019,ENSCAFG00845001019,ENSMUSG00000013701,Timm23
ENSCAFG00845001023,CENATAC,ENSMUSG00000043923,Ccdc84
ENSCAFG00845001026,SEMA4B,ENSMUSG00000030539,Sema4b
ENSCAFG00845001028,ENSCAFG00845001028,ENSMUSG00000027479,Mapre1
ENSCAFG00845001029,IDUA,ENSMUSG00000033540,Idua
ENSCAFG00845001030,TNNT1,ENSMUSG00000064179,Tnnt1
ENSCAFG00845001037,PPIP5K2,ENSMUSG00000040648,Ppip5k2
ENSCAFG00845001040,PSD2,ENSMUSG00000024347,Psd2
ENSCAFG00845001044,ASPHD1,ENSMUSG00000046378,Asphd1
ENSCAFG00845001045,IRX5,ENSMUSG00000031737,Irx5
ENSCAFG00845001046,BIRC2,ENSMUSG00000057367,Birc2
ENSCAFG00845001049,NETO1,ENSMUSG00000050321,Neto1
ENSCAFG00845001050,GALNT17,ENSMUSG00000034040,Galnt17
ENSCAFG00845001051,ENSCAFG00845001051,ENSMUSG00000065601,Mir146
ENSCAFG00845001053,NPHS1,ENSMUSG00000006649,Nphs1
ENSCAFG00845001056,FOXR1,ENSMUSG00000074397,Foxr1
ENSCAFG00845001057,PTTG1,ENSMUSG00000020415,Pttg1
ENSCAFG00845001058,FAM83E,ENSMUSG00000054161,Fam83e
ENSCAFG00845001059,ENSCAFG00845001059,ENSMUSG00000000103,Zfy2
ENSCAFG00845001059,ENSCAFG00845001059,ENSMUSG00000053211,Zfy1
ENSCAFG00845001060,AGT,ENSMUSG00000031980,Agt
ENSCAFG00845001062,TJP2,ENSMUSG00000024812,Tjp2
ENSCAFG00845001063,URI1,ENSMUSG00000030421,Uri1
ENSCAFG00845001064,DDAH1,ENSMUSG00000028194,Ddah1
ENSCAFG00845001065,LUC7L,ENSMUSG00000024188,Luc7l
ENSCAFG00845001068,KCTD13,ENSMUSG00000030685,Kctd13
ENSCAFG00845001070,NRG2,ENSMUSG00000060275,Nrg2
ENSCAFG00845001072,IRX3,ENSMUSG00000031734,Irx3
ENSCAFG00845001075,epo,ENSMUSG00000029711,Epo
ENSCAFG00845001076,SPACA4,ENSMUSG00000070563,Spaca4
ENSCAFG00845001078,SLU7,ENSMUSG00000020409,Slu7
ENSCAFG00845001080,SH3PXD2B,ENSMUSG00000040711,Sh3pxd2b
ENSCAFG00845001081,PDPN,ENSMUSG00000028583,Pdpn
ENSCAFG00845001085,COG2,ENSMUSG00000031979,Cog2
ENSCAFG00845001087,ZBTB41,ENSMUSG00000033964,Zbtb41
ENSCAFG00845001092,UPK2,ENSMUSG00000041523,Upk2
ENSCAFG00845001093,ENSCAFG00845001093,ENSMUSG00000000103,Zfy2
ENSCAFG00845001093,ENSCAFG00845001093,ENSMUSG00000053211,Zfy1
ENSCAFG00845001094,DNAJC12,ENSMUSG00000036764,Dnajc12
ENSCAFG00845001095,FAM71E2,ENSMUSG00000092518,Fam71e2
ENSCAFG00845001096,USP48,ENSMUSG00000043411,Usp48
ENSCAFG00845001097,PRODH2,ENSMUSG00000036892,Prodh2
ENSCAFG00845001098,CBLN2,ENSMUSG00000024647,Cbln2
ENSCAFG00845001100,POP7,ENSMUSG00000029715,Pop7
ENSCAFG00845001102,EMB,ENSMUSG00000021728,Emb
ENSCAFG00845001104,CORO7,ENSMUSG00000039637,Coro7
ENSCAFG00845001105,BCL10,ENSMUSG00000028191,Bcl10
ENSCAFG00845001106,BIRC3,ENSMUSG00000032000,Birc3
ENSCAFG00845001107,RAI14,ENSMUSG00000022246,Rai14
ENSCAFG00845001108,ZNF574,ENSMUSG00000045252,Zfp574
ENSCAFG00845001112,ALDH1A3,ENSMUSG00000015134,Aldh1a3
ENSCAFG00845001113,DGKQ,ENSMUSG00000004815,Dgkq
ENSCAFG00845001114,ENSCAFG00845001114,ENSMUSG00000000103,Zfy2
ENSCAFG00845001114,ENSCAFG00845001114,ENSMUSG00000053211,Zfy1
ENSCAFG00845001115,ENSCAFG00845001115,ENSMUSG00000026592,Tex35
ENSCAFG00845001120,LAMA2,ENSMUSG00000019899,Lama2
ENSCAFG00845001121,ENSCAFG00845001121,ENSMUSG00000057072,Spata45
ENSCAFG00845001122,U6,ENSMUSG00000064659,Gm26131
ENSCAFG00845001124,COX6B2,ENSMUSG00000051811,Cox6b2
ENSCAFG00845001126,ASPM,ENSMUSG00000033952,Aspm
ENSCAFG00845001127,PIK3R5,ENSMUSG00000020901,Pik3r5
ENSCAFG00845001128,U4,ENSMUSG00002076779,U4
ENSCAFG00845001129,CCNE1,ENSMUSG00000002068,Ccne1
ENSCAFG00845001130,C6H1orf52,ENSMUSG00000036873,2410004B18Rik
ENSCAFG00845001133,GATA3,ENSMUSG00000015619,Gata3
ENSCAFG00845001134,SERAC1,ENSMUSG00000015659,Serac1
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000070828,Zscan4f
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000110190,Zscan4-ps2
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000054272,Zscan4c
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000110103,Zscan4-ps1
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000095936,Zscan4e
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000095339,Zscan4b
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000090714,Zscan4d
ENSCAFG00845001136,ENSCAFG00845001136,ENSMUSG00000109969,Zscan4-ps3
ENSCAFG00845001137,PRRC2C,ENSMUSG00000040225,Prrc2c
ENSCAFG00845001139,C1QTNF2,ENSMUSG00000046491,C1qtnf2
ENSCAFG00845001140,GRIK5,ENSMUSG00000003378,Grik5
ENSCAFG00845001141,ENC1,ENSMUSG00000041773,Enc1
ENSCAFG00845001142,ENSCAFG00845001142,ENSMUSG00000062132,Arhgap33os
ENSCAFG00845001143,ENSCAFG00845001143,ENSMUSG00000055609,Hba-x
ENSCAFG00845001146,PGBD5,ENSMUSG00000050751,Pgbd5
ENSCAFG00845001147,BCL9L,ENSMUSG00000063382,Bcl9l
ENSCAFG00845001149,ASB7,ENSMUSG00000030509,Asb7
ENSCAFG00845001150,TAOK2,ENSMUSG00000059981,Taok2
ENSCAFG00845001151,FLVCR1,ENSMUSG00000066595,Flvcr1
ENSCAFG00845001152,ENSCAFG00845001152,ENSMUSG00000055609,Hba-x
ENSCAFG00845001153,HEXB,ENSMUSG00000021665,Hexb
ENSCAFG00845001154,GIGYF1,ENSMUSG00000029714,Gigyf1
ENSCAFG00845001155,CCNJL,ENSMUSG00000044707,Ccnjl
ENSCAFG00845001156,SNORD22,ENSMUSG00000065087,Snord22
ENSCAFG00845001156,SNORD22,ENSMUSG00000089350,Gm25487
ENSCAFG00845001157,YAP1,ENSMUSG00000053110,Yap1
ENSCAFG00845001158,PURA,ENSMUSG00000043991,Pura
ENSCAFG00845001159,KMT5C,ENSMUSG00000059851,Kmt5c
ENSCAFG00845001160,F13B,ENSMUSG00000026368,F13b
ENSCAFG00845001161,SYDE2,ENSMUSG00000036863,Syde2
ENSCAFG00845001166,C19orf12,ENSMUSG00000054676,1600014C10Rik
ENSCAFG00845001168,SULT2B1,ENSMUSG00000003271,Sult2b1
ENSCAFG00845001169,ENSCAFG00845001169,ENSMUSG00000034071,Zfp551
ENSCAFG00845001170,TAF3,ENSMUSG00000025782,Taf3
ENSCAFG00845001171,FABP6,ENSMUSG00000020405,Fabp6
ENSCAFG00845001173,LINS1,ENSMUSG00000053091,Lins1
ENSCAFG00845001175,IGIP,ENSMUSG00000110185,Igip
ENSCAFG00845001176,PLEKHF1,ENSMUSG00000074170,Plekhf1
ENSCAFG00845001178,NPRL3,ENSMUSG00000020289,Nprl3
ENSCAFG00845001179,CXCR5,ENSMUSG00000047880,Cxcr5
ENSCAFG00845001180,UBTD2,ENSMUSG00000044949,Ubtd2
ENSCAFG00845001186,U1,ENSMUSG00000064541,Gm22978
ENSCAFG00845001187,TMEM150B,ENSMUSG00000046456,Tmem150b
ENSCAFG00845001189,SOCS6,ENSMUSG00000056153,Socs6
ENSCAFG00845001194,GTF2H5,ENSMUSG00000034345,Gtf2h5
ENSCAFG00845001196,GALNT2,ENSMUSG00000089704,Galnt2
ENSCAFG00845001197,U4,ENSMUSG00000089416,Gm22116
ENSCAFG00845001200,U6,ENSMUSG00000088516,Gm23044
ENSCAFG00845001201,DDX6,ENSMUSG00000032097,Ddx6
ENSCAFG00845001202,TMEM175,ENSMUSG00000013495,Tmem175
ENSCAFG00845001207,ATP5F1C,ENSMUSG00000025781,Atp5c1
ENSCAFG00845001208,POP4,ENSMUSG00000030423,Pop4
ENSCAFG00845001211,NEDD4L,ENSMUSG00000024589,Nedd4l
ENSCAFG00845001212,ENSCAFG00845001212,ENSMUSG00000000103,Zfy2
ENSCAFG00845001212,ENSCAFG00845001212,ENSMUSG00000053211,Zfy1
ENSCAFG00845001213,EFCAB9,ENSMUSG00000044056,Efcab9
